Year,StockKeyLabel,FisheriesGuild,AssessmentYear,F,FMSY,SSB,MSYBtrigger,catches,landings,discards
2011,ghl.27.1-2,demersal,2019,0.022,NA,742303,NA,16606,16606,NA
2012,ghl.27.1-2,demersal,2019,0.026,NA,766191,NA,20288,20288,NA
2013,ghl.27.1-2,demersal,2019,0.028,NA,778597,NA,22167,22167,NA
2014,ghl.27.1-2,demersal,2019,0.029,NA,783560,NA,23025,23025,NA
2015,ghl.27.1-2,demersal,2019,0.032,NA,780918,NA,24748,24748,NA
2016,ghl.27.1-2,demersal,2019,0.032,NA,771502,NA,24950,24950,NA
2017,ghl.27.1-2,demersal,2019,0.035,NA,757426,NA,26380,26380,NA
2018,ghl.27.1-2,demersal,2019,0.039,NA,738643,NA,28544,28544,NA
1950,had.27.1-2,demersal,2019,0.732,0.35,210469,80000,132125,132125,NA
1951,had.27.1-2,demersal,2019,0.686,0.35,126945,80000,120077,120077,NA
1952,had.27.1-2,demersal,2019,0.705,0.35,102125,80000,127660,127660,NA
1953,had.27.1-2,demersal,2019,0.544,0.35,119871,80000,123920,123920,NA
1954,had.27.1-2,demersal,2019,0.485,0.35,169170,80000,156788,156788,NA
1955,had.27.1-2,demersal,2019,0.408,0.35,272359,80000,202286,202286,NA
1956,had.27.1-2,demersal,2019,0.436,0.35,332172,80000,213924,213924,NA
1957,had.27.1-2,demersal,2019,0.408,0.35,257612,80000,123583,123583,NA
1958,had.27.1-2,demersal,2019,0.493,0.35,186839,80000,112672,112672,NA
1959,had.27.1-2,demersal,2019,0.45,0.35,129867,80000,88211,88211,NA
1960,had.27.1-2,demersal,2019,0.56,0.35,116575,80000,154651,154651,NA
1961,had.27.1-2,demersal,2019,0.661,0.35,125149,80000,193224,193224,NA
1962,had.27.1-2,demersal,2019,0.739,0.35,123602,80000,187408,187408,NA
1963,had.27.1-2,demersal,2019,0.722,0.35,97043,80000,146224,146224,NA
1964,had.27.1-2,demersal,2019,0.656,0.35,86600,80000,99158,99158,NA
1965,had.27.1-2,demersal,2019,0.564,0.35,100233,80000,118578,118578,NA
1966,had.27.1-2,demersal,2019,0.541,0.35,134158,80000,161778,161778,NA
1967,had.27.1-2,demersal,2019,0.457,0.35,145559,80000,136397,136397,NA
1968,had.27.1-2,demersal,2019,0.482,0.35,160493,80000,181726,181726,NA
1969,had.27.1-2,demersal,2019,0.409,0.35,161338,80000,130820,130820,NA
1970,had.27.1-2,demersal,2019,0.394,0.35,150069,80000,88257,88257,NA
1971,had.27.1-2,demersal,2019,0.338,0.35,122811,80000,78905,78905,NA
1972,had.27.1-2,demersal,2019,0.62,0.35,122580,80000,266153,266153,NA
1973,had.27.1-2,demersal,2019,0.511,0.35,125530,80000,322226,322226,NA
1974,had.27.1-2,demersal,2019,0.561,0.35,165607,80000,221157,221157,NA
1975,had.27.1-2,demersal,2019,0.512,0.35,189702,80000,175758,175758,NA
1976,had.27.1-2,demersal,2019,0.727,0.35,183385,80000,137264,137264,NA
1977,had.27.1-2,demersal,2019,0.745,0.35,116319,80000,110158,110158,NA
1978,had.27.1-2,demersal,2019,0.616,0.35,78699,80000,95422,95422,NA
1979,had.27.1-2,demersal,2019,0.571,0.35,62078,80000,103623,103623,NA
1980,had.27.1-2,demersal,2019,0.454,0.35,62398,80000,87889,87889,NA
1981,had.27.1-2,demersal,2019,0.406,0.35,71542,80000,77153,77153,NA
1982,had.27.1-2,demersal,2019,0.361,0.35,68072,80000,46955,46955,NA
1983,had.27.1-2,demersal,2019,0.366,0.35,58935,80000,24600,24600,NA
1984,had.27.1-2,demersal,2019,0.301,0.35,53015,80000,20945,20945,NA
1985,had.27.1-2,demersal,2019,0.402,0.35,49865,80000,45052,45052,NA
1986,had.27.1-2,demersal,2019,0.556,0.35,54254,80000,100563,100563,NA
1987,had.27.1-2,demersal,2019,0.66,0.35,72012,80000,154916,154916,NA
1988,had.27.1-2,demersal,2019,0.534,0.35,77166,80000,95255,95255,NA
1989,had.27.1-2,demersal,2019,0.301,0.35,83359,80000,58518,58518,NA
1990,had.27.1-2,demersal,2019,0.228,0.35,87990,80000,27182,27182,NA
1991,had.27.1-2,demersal,2019,0.243,0.35,100726,80000,36216,36216,NA
1992,had.27.1-2,demersal,2019,0.281,0.35,116241,80000,59922,59922,NA
1993,had.27.1-2,demersal,2019,0.292,0.35,136413,80000,82379,82379,NA
1994,had.27.1-2,demersal,2019,0.348,0.35,165211,80000,135186,135186,NA
1995,had.27.1-2,demersal,2019,0.328,0.35,208941,80000,142448,142448,NA
1996,had.27.1-2,demersal,2019,0.391,0.35,250661,80000,178128,178128,NA
1997,had.27.1-2,demersal,2019,0.465,0.35,220527,80000,154359,154359,NA
1998,had.27.1-2,demersal,2019,0.46,0.35,160426,80000,100630,100630,NA
1999,had.27.1-2,demersal,2019,0.466,0.35,115023,80000,83195,83195,NA
2000,had.27.1-2,demersal,2019,0.368,0.35,93447,80000,68944,68944,NA
2001,had.27.1-2,demersal,2019,0.365,0.35,93381,80000,89640,89640,NA
2002,had.27.1-2,demersal,2019,0.341,0.35,107449,80000,114798,114798,NA
2003,had.27.1-2,demersal,2019,0.407,0.35,139684,80000,138926,138926,NA
2004,had.27.1-2,demersal,2019,0.417,0.35,159778,80000,158279,158279,NA
2005,had.27.1-2,demersal,2019,0.436,0.35,174816,80000,158298,158298,NA
2006,had.27.1-2,demersal,2019,0.389,0.35,172205,80000,153157,153157,NA
2007,had.27.1-2,demersal,2019,0.355,0.35,179156,80000,161525,161525,NA
2008,had.27.1-2,demersal,2019,0.291,0.35,198050,80000,155604,155604,NA
2009,had.27.1-2,demersal,2019,0.259,0.35,211140,80000,200061,200061,NA
2010,had.27.1-2,demersal,2019,0.241,0.35,311541,80000,249200,249200,NA
2011,had.27.1-2,demersal,2019,0.232,0.35,432296,80000,309785,309785,NA
2012,had.27.1-2,demersal,2019,0.206,0.35,565427,80000,315627,315627,NA
2013,had.27.1-2,demersal,2019,0.164,0.35,604134,80000,193744,193744,NA
2014,had.27.1-2,demersal,2019,0.168,0.35,596585,80000,177522,177522,NA
2015,had.27.1-2,demersal,2019,0.201,0.35,555089,80000,194756,194756,NA
2016,had.27.1-2,demersal,2019,0.255,0.35,526338,80000,233183,233183,NA
2017,had.27.1-2,demersal,2019,0.383,0.35,388448,80000,227588,227588,NA
2018,had.27.1-2,demersal,2019,0.378,0.35,279971,80000,191276,191276,NA
1988,lin.27.1-2,demersal,2019,NA,NA,NA,NA,6126,6126,NA
1989,lin.27.1-2,demersal,2019,NA,NA,NA,NA,7368,7368,NA
1990,lin.27.1-2,demersal,2019,NA,NA,NA,NA,7628,7628,NA
1991,lin.27.1-2,demersal,2019,NA,NA,NA,NA,7793,7793,NA
1992,lin.27.1-2,demersal,2019,NA,NA,NA,NA,6521,6521,NA
1993,lin.27.1-2,demersal,2019,NA,NA,NA,NA,7093,7093,NA
1994,lin.27.1-2,demersal,2019,NA,NA,NA,NA,6322,6322,NA
1995,lin.27.1-2,demersal,2019,NA,NA,NA,NA,5954,5954,NA
1996,lin.27.1-2,demersal,2019,NA,NA,NA,NA,6346,6346,NA
1997,lin.27.1-2,demersal,2019,NA,NA,NA,NA,5409,5409,NA
1998,lin.27.1-2,demersal,2019,NA,NA,NA,NA,9200,9200,NA
1999,lin.27.1-2,demersal,2019,NA,NA,NA,NA,7651,7651,NA
2000,lin.27.1-2,demersal,2019,NA,NA,48.87,NA,5964,5964,NA
2001,lin.27.1-2,demersal,2019,NA,NA,41.21,NA,4957,4957,NA
2002,lin.27.1-2,demersal,2019,NA,NA,40.77,NA,7132,7132,NA
2003,lin.27.1-2,demersal,2019,NA,NA,41.65,NA,6157,6157,NA
2004,lin.27.1-2,demersal,2019,NA,NA,49.79,NA,6560,6560,NA
2005,lin.27.1-2,demersal,2019,NA,NA,64.71,NA,6306,6306,NA
2006,lin.27.1-2,demersal,2019,NA,NA,57.79,NA,8848,8848,NA
2007,lin.27.1-2,demersal,2019,NA,NA,61.42,NA,10334,10334,NA
2008,lin.27.1-2,demersal,2019,NA,NA,68.29,NA,11346,11346,NA
2009,lin.27.1-2,demersal,2019,NA,NA,71.27,NA,8564,8564,NA
2010,lin.27.1-2,demersal,2019,NA,NA,81.22,NA,10580,10580,NA
2011,lin.27.1-2,demersal,2019,NA,NA,76.58,NA,10098,10098,NA
2012,lin.27.1-2,demersal,2019,NA,NA,74.55,NA,8849,8849,NA
2013,lin.27.1-2,demersal,2019,NA,NA,79.97,NA,9027,9027,NA
2014,lin.27.1-2,demersal,2019,NA,NA,98.63,NA,9597,9597,NA
2015,lin.27.1-2,demersal,2019,NA,NA,98.05,NA,8550,8550,NA
2016,lin.27.1-2,demersal,2019,NA,NA,96.88,NA,8822,8822,NA
2017,lin.27.1-2,demersal,2019,NA,NA,121.14,NA,7971,7971,NA
2018,lin.27.1-2,demersal,2019,NA,NA,112.23,NA,11613,11613,NA
1960,pok.27.1-2,demersal,2019,0.276,NA,461689,NA,133515,133515,NA
1961,pok.27.1-2,demersal,2019,0.233,NA,455025,NA,105951,105951,NA
1962,pok.27.1-2,demersal,2019,0.233,NA,459946,NA,120707,120707,NA
1963,pok.27.1-2,demersal,2019,0.247,NA,456518,NA,148627,148627,NA
1964,pok.27.1-2,demersal,2019,0.284,NA,479946,NA,197426,197426,NA
1965,pok.27.1-2,demersal,2019,0.29,NA,518913,NA,185600,185600,NA
1966,pok.27.1-2,demersal,2019,0.299,NA,479829,NA,203788,203788,NA
1967,pok.27.1-2,demersal,2019,0.279,NA,492147,NA,181326,181326,NA
1968,pok.27.1-2,demersal,2019,0.202,NA,470746,NA,110247,110247,NA
1969,pok.27.1-2,demersal,2019,0.195,NA,510616,NA,140060,140060,NA
1970,pok.27.1-2,demersal,2019,0.309,NA,565689,NA,264924,264924,NA
1971,pok.27.1-2,demersal,2019,0.326,NA,554013,NA,241272,241272,NA
1972,pok.27.1-2,demersal,2019,0.321,NA,537029,NA,214334,214334,NA
1973,pok.27.1-2,demersal,2019,0.358,NA,536980,NA,213859,213859,NA
1974,pok.27.1-2,demersal,2019,0.48,NA,491972,NA,264121,264121,NA
1975,pok.27.1-2,demersal,2019,0.539,NA,398071,NA,233453,233453,NA
1976,pok.27.1-2,demersal,2019,0.572,NA,281688,NA,242486,242486,NA
1977,pok.27.1-2,demersal,2019,0.501,NA,209744,NA,182817,182817,NA
